"age","sex","parent","disabled","uses.lib","ses","raceth","educ","rurality"
22,"female","not parent","no","no","medium",NA,"Four-year degree or more","suburban"
27,"male","not parent","no","yes","medium",NA,"Four-year degree or more","urban"
34,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","suburban"
16,"male","not parent","no","no","low",NA,"< HS","rural"
45,"male","parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
24,"female","not parent","no","yes","low","Non-Hispanic White","HS to 2-year degree","urban"
59,"male","not parent","yes","no","medium","Non-Hispanic White","HS to 2-year degree","suburban"
75,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
54,"male","not parent","no","no","medium","Non-Hispanic Black","HS to 2-year degree","suburban"
25,"female","parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
36,"male","parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
23,"male","not parent","no","no","medium",NA,"Four-year degree or more","rural"
18,"female","not parent","no","no","medium",NA,"HS to 2-year degree","rural"
26,"male","not parent","no","no","medium","Non-Hispanic Black","Four-year degree or more","rural"
63,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","urban"
19,"male","not parent","no","yes","medium",NA,"HS to 2-year degree","urban"
22,"female","not parent","no","yes","low","Non-Hispanic White","Four-year degree or more","urban"
32,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","urban"
66,"male","not parent","yes","no","low","Non-Hispanic Black","HS to 2-year degree","rural"
50,"male","not parent","no","no","high","Non-Hispanic Black","Four-year degree or more","rural"
63,"female","not parent","no","no","medium","Non-Hispanic Black","HS to 2-year degree","rural"
24,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","suburban"
66,"female","not parent","no","no","high","Non-Hispanic White","Four-year degree or more","rural"
35,"female","not parent","no","no","medium","Non-Hispanic Black","HS to 2-year degree","suburban"
46,"male","parent","no","no","high","Non-Hispanic White","HS to 2-year degree","suburban"
24,"male","not parent","no","yes","high","Non-Hispanic White","Four-year degree or more","rural"
42,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
25,"male","parent","no","yes","medium","Hispanic","HS to 2-year degree","suburban"
72,"female","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
46,"female","parent","no","yes","high",NA,"Four-year degree or more","suburban"
51,"male","not parent","no","yes","medium","Non-Hispanic Black","HS to 2-year degree","rural"
49,"female","parent","no","yes","medium","Hispanic","< HS","rural"
73,"female","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
74,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
25,"male","not parent","no","no","low",NA,"Four-year degree or more","rural"
61,"male","not parent","no","no","medium","Hispanic","HS to 2-year degree","urban"
62,"male","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
27,"male","parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
71,"male","not parent","yes","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
44,"female","parent","no","yes","low","Hispanic","< HS","urban"
16,"male","not parent","no","yes","low","Hispanic","< HS","urban"
37,"female","parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
49,"male","parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
45,"male","not parent","no","no","high","Non-Hispanic Black","Four-year degree or more","urban"
76,"female","not parent","yes","no","medium","Non-Hispanic White","Four-year degree or more","rural"
59,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
23,"male","not parent","no","no","medium","Hispanic","HS to 2-year degree","rural"
49,"female","parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
17,"female","not parent","no","yes","medium",NA,"< HS","rural"
69,"female","not parent","yes","no","medium","Hispanic","< HS","rural"
19,"female","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","suburban"
37,"female","parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
31,"female","parent","no","yes","medium","Non-Hispanic Black","Four-year degree or more","rural"
52,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
42,"female","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","suburban"
52,"female","not parent","no","yes","medium","Hispanic","Four-year degree or more","urban"
34,"male","parent","yes","no","medium","Non-Hispanic White","HS to 2-year degree","urban"
55,"male","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
67,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
27,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","urban"
40,"female","not parent","no","yes","medium","Non-Hispanic Black","Four-year degree or more","urban"
50,"male","parent","no","yes","medium",NA,"HS to 2-year degree","urban"
79,"female","not parent","yes","no","medium","Non-Hispanic White","HS to 2-year degree","urban"
57,"male","not parent","yes","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
66,"male","parent","no","no","medium","Non-Hispanic Black","HS to 2-year degree","urban"
59,"female","not parent","yes","yes","high","Non-Hispanic White","Four-year degree or more","rural"
54,"female","parent","no","yes","low","Non-Hispanic White","HS to 2-year degree","rural"
22,"female","not parent","no","yes","low","Hispanic","HS to 2-year degree","urban"
23,"male","not parent","no","no","low","Hispanic","< HS","rural"
31,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
68,"female","not parent","yes","yes","medium","Non-Hispanic White","Four-year degree or more","urban"
60,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
NA,"male",NA,NA,"yes","medium",NA,"Four-year degree or more","rural"
26,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
70,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
20,"male","not parent","no","yes","medium","Non-Hispanic Black","HS to 2-year degree","suburban"
73,"male","not parent","yes","no","medium","Non-Hispanic White","HS to 2-year degree","urban"
70,"female","not parent","no","yes","medium",NA,"HS to 2-year degree","rural"
65,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more",NA
38,"male","not parent","no","no","medium","Hispanic","HS to 2-year degree","rural"
51,"female","not parent","no","no","medium","Hispanic","HS to 2-year degree","urban"
32,"female","not parent","no","no","medium",NA,"HS to 2-year degree","urban"
26,"male","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","suburban"
32,"male","parent","no","no","low",NA,"Four-year degree or more","rural"
67,"male","not parent","no","no","high","Non-Hispanic White","HS to 2-year degree","rural"
48,"female","parent","no","no","medium","Hispanic","Four-year degree or more","urban"
31,"male","parent","no","no","medium",NA,"HS to 2-year degree","rural"
44,"male","not parent","no","no","low","Non-Hispanic Black","< HS","rural"
59,"female","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
54,"female","not parent","no","yes","low","Non-Hispanic White","HS to 2-year degree","urban"
30,"male","parent","no","yes","medium","Hispanic","Four-year degree or more","suburban"
20,"male","not parent","no","no","medium","Non-Hispanic Black","HS to 2-year degree","rural"
66,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","urban"
16,"male","not parent","no","yes","medium","Non-Hispanic White","< HS","rural"
42,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
58,"male","not parent","yes","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
45,"female","parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
31,"male","not parent","no","yes","low","Non-Hispanic White","Four-year degree or more","rural"
50,"male","parent","no","yes","medium","Hispanic","Four-year degree or more","urban"
32,"male","not parent","no","no","high","Non-Hispanic White","Four-year degree or more","urban"
51,"female","not parent","yes","no","medium","Hispanic","< HS","urban"
62,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","urban"
21,"female","not parent","no","yes","low","Non-Hispanic White","HS to 2-year degree","rural"
28,"male","not parent","no","no","medium","Non-Hispanic White","< HS","rural"
19,"female","not parent","no","yes","low","Hispanic","< HS","rural"
60,"female","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
23,"female","not parent","no","no","low",NA,"Four-year degree or more","rural"
54,"male","not parent","yes","yes","low","Non-Hispanic White","< HS","rural"
52,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
83,"female","not parent","yes","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
47,"female","parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
66,"male","not parent","no","no","medium","Hispanic","HS to 2-year degree","rural"
48,"female","not parent","no","no","low","Non-Hispanic White","Four-year degree or more","urban"
18,"male","not parent","no","no","medium",NA,"HS to 2-year degree","suburban"
28,"female","parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
17,"female","not parent","no","no","medium","Non-Hispanic White","< HS","rural"
29,"male","parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","suburban"
46,"male","parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
30,"female","parent","no","no","low","Hispanic","< HS","rural"
50,"female","parent","no","yes","high","Non-Hispanic White","Four-year degree or more","suburban"
56,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
32,"female","parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
66,"female","not parent","yes","no","medium","Hispanic","< HS","urban"
52,"male","parent","yes","no","medium","Non-Hispanic White","< HS","rural"
62,"female","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","urban"
83,"male","not parent","no","no","high","Non-Hispanic White","Four-year degree or more","suburban"
33,"male","not parent","no","yes","medium","Hispanic","Four-year degree or more","suburban"
68,"female","not parent","no","yes","high","Non-Hispanic White","Four-year degree or more","rural"
39,"female","parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
26,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
37,"male","parent","no","no","high","Hispanic","Four-year degree or more","suburban"
70,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
38,"male","parent","no","no","medium","Non-Hispanic White","Four-year degree or more","urban"
45,"female","not parent","no","yes","medium","Non-Hispanic Black","Four-year degree or more","urban"
24,"male","not parent","no","no","low","Non-Hispanic White","HS to 2-year degree","suburban"
21,"male","not parent","no","no","medium",NA,"HS to 2-year degree","urban"
72,"female","not parent","no","no","medium","Non-Hispanic Black","Four-year degree or more","rural"
47,"female","not parent","no","no","medium","Non-Hispanic Black","HS to 2-year degree","rural"
34,"male","parent","no","yes","medium",NA,"Four-year degree or more","suburban"
31,"male","not parent","no","no","medium",NA,"Four-year degree or more","urban"
34,"female","parent","no","no","low","Non-Hispanic White","Four-year degree or more","suburban"
54,"male","parent","no","yes","high","Non-Hispanic Black","Four-year degree or more","suburban"
58,"female","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
58,"female","not parent","no","no","low","Hispanic","< HS","urban"
26,"female","parent","no","no","low","Hispanic","HS to 2-year degree","suburban"
46,"female","parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
72,"female","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","urban"
30,"male","parent","no","yes","medium","Non-Hispanic Black","Four-year degree or more","urban"
17,"female","not parent","no","yes","medium","Non-Hispanic White","< HS","urban"
33,"female","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","suburban"
27,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
58,"female","parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
63,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
77,"female","not parent","yes","yes","low","Non-Hispanic White","HS to 2-year degree","rural"
60,"male","not parent","yes","no","low","Non-Hispanic White","< HS","suburban"
22,"male","not parent","no","no","low","Non-Hispanic White","HS to 2-year degree","rural"
70,"male","not parent","no","yes","medium","Non-Hispanic Black","Four-year degree or more","suburban"
64,"female","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","suburban"
36,"female","parent","yes","yes","medium","Non-Hispanic Black","Four-year degree or more","rural"
81,"male","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","suburban"
71,"male","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
58,"female","not parent","yes","yes","medium","Non-Hispanic White","HS to 2-year degree","urban"
35,"male","parent","no","yes","medium","Non-Hispanic Black","HS to 2-year degree","rural"
50,"female","not parent","yes","no","medium","Non-Hispanic White","Four-year degree or more","rural"
73,"male","not parent","no","no","low",NA,"< HS",NA
22,"female","not parent","no","yes","low","Non-Hispanic Black","Four-year degree or more","urban"
36,"female","parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
70,"female","not parent","no","yes","medium","Non-Hispanic Black","Four-year degree or more","suburban"
68,"male","not parent","no","no","high","Non-Hispanic Black","Four-year degree or more","urban"
17,"male","not parent","no","yes","low","Hispanic","HS to 2-year degree","rural"
39,"female","not parent","no","yes","medium",NA,"HS to 2-year degree","suburban"
47,"male","parent","yes","yes","low","Hispanic","HS to 2-year degree","urban"
42,"female","parent","no","yes","medium","Hispanic","< HS","urban"
54,"female","not parent","yes","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
56,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
50,"female","parent","no","no","high","Non-Hispanic White","Four-year degree or more","rural"
27,"female","parent","no","no","low","Non-Hispanic White","HS to 2-year degree","rural"
55,"male","parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
57,"male","not parent","no","yes","medium","Hispanic","Four-year degree or more","urban"
51,"female","parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
36,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
61,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
19,"male","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
31,"male","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","urban"
57,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","urban"
39,"female","parent","no","yes","medium",NA,"Four-year degree or more","urban"
55,"female","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
59,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
67,"male","not parent","no","no","high","Non-Hispanic White","Four-year degree or more","rural"
30,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","urban"
22,"male","not parent","no","no","medium","Hispanic","HS to 2-year degree","rural"
NA,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","urban"
48,"male","not parent","no","yes","medium","Non-Hispanic White","< HS","rural"
59,"female","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","suburban"
29,"female","parent","no","no","low","Non-Hispanic White","HS to 2-year degree","urban"
16,"male","not parent","no","yes","low","Non-Hispanic Black","< HS","rural"
47,"male","not parent","yes","no","low","Non-Hispanic White","HS to 2-year degree","urban"
70,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
27,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","urban"
25,"female","not parent","no","yes","medium",NA,"Four-year degree or more","urban"
53,"female","parent","no","yes","high",NA,"Four-year degree or more","suburban"
55,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","urban"
50,"female","not parent","yes","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
55,"male","parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
70,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
57,"female","not parent","no","yes","low","Non-Hispanic White","HS to 2-year degree","urban"
42,"male","parent","yes","no","low","Hispanic","< HS","urban"
39,"male","parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
22,"male","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
16,"male","not parent","no","yes","medium","Hispanic","< HS","urban"
25,"female","not parent","yes","yes","medium",NA,"HS to 2-year degree","rural"
38,"male","parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","suburban"
23,"female","not parent","no","no","low","Non-Hispanic White","HS to 2-year degree","rural"
24,"female","parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
35,"male","parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","suburban"
22,"male","not parent","no","no","low","Non-Hispanic Black","HS to 2-year degree","suburban"
48,"male","parent","no","yes","high","Non-Hispanic White","Four-year degree or more","rural"
71,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
78,"male","not parent","yes","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
20,"male","not parent","yes","yes","medium",NA,"HS to 2-year degree","urban"
69,"female","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","urban"
47,"female","not parent","no","yes","low","Non-Hispanic White","HS to 2-year degree","rural"
80,"male","not parent","yes","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
77,"female","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
61,"female","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
61,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
70,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
67,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
26,"male","not parent","no","yes","low",NA,"Four-year degree or more","suburban"
68,"female","not parent","yes","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
43,"female","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","urban"
50,"male","parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
70,"male","not parent","no","no","low","Non-Hispanic White","HS to 2-year degree","rural"
63,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
20,"male","not parent","no","yes","low","Non-Hispanic Black","HS to 2-year degree","rural"
45,"male","parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
17,"male","not parent","no","yes","medium","Non-Hispanic White","< HS","rural"
18,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","urban"
26,"male","not parent","no","no","medium",NA,"HS to 2-year degree","urban"
44,"female","not parent","yes","no","low","Non-Hispanic White","< HS","rural"
68,"male","not parent","no","no","medium","Non-Hispanic Black","< HS","rural"
27,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
45,"female","parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","urban"
66,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
42,"female","parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
22,"female","not parent","no","yes","low","Non-Hispanic White","Four-year degree or more","rural"
65,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
76,"male","not parent","yes","yes","medium","Non-Hispanic White","HS to 2-year degree","urban"
67,"female","not parent","no","no","high","Non-Hispanic White","HS to 2-year degree","rural"
20,"male","not parent","no","no","medium","Non-Hispanic Black","HS to 2-year degree","suburban"
70,"female","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","suburban"
65,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
38,"male","parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
93,"female","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","urban"
43,"male","parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
34,"male","parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
16,"female","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
50,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","suburban"
36,"male","parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
55,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","suburban"
33,"female","parent","no","no","low","Hispanic","Four-year degree or more","rural"
65,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","urban"
25,"male","not parent","no","yes","low","Non-Hispanic White","HS to 2-year degree","rural"
23,"male","not parent","no","no","medium","Hispanic","Four-year degree or more","urban"
29,"male","not parent","no","no","high","Hispanic","Four-year degree or more","rural"
60,"female","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more",NA
50,"male","not parent","yes","no","medium","Non-Hispanic White","Four-year degree or more","urban"
71,"male","parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","urban"
22,"male","not parent","no","no","medium","Non-Hispanic Black","HS to 2-year degree","suburban"
65,"male","not parent","no","yes","high",NA,"Four-year degree or more","suburban"
55,"female","not parent","yes","no","low","Non-Hispanic White","HS to 2-year degree","rural"
60,"female","parent","no","yes","low","Non-Hispanic White","HS to 2-year degree","rural"
22,"male","not parent","no","no","low","Non-Hispanic White","Four-year degree or more","rural"
23,"female","not parent","no","yes","low","Non-Hispanic White","Four-year degree or more","suburban"
67,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
62,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","suburban"
NA,"male","parent","no","no","medium","Non-Hispanic White","Four-year degree or more","urban"
45,"female","not parent","no","no","low","Non-Hispanic White","HS to 2-year degree","rural"
59,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
64,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more",NA
82,"female","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
45,"female","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
27,"male","not parent","no","no","medium","Hispanic","Four-year degree or more","urban"
47,"female","not parent","yes","yes","medium","Non-Hispanic Black","HS to 2-year degree","urban"
62,"male","not parent","no","yes","low","Non-Hispanic Black","HS to 2-year degree","rural"
55,"male","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","urban"
58,"male","not parent","yes","yes","low","Non-Hispanic Black","HS to 2-year degree","urban"
21,"male","not parent","no","yes","low","Hispanic","Four-year degree or more","urban"
NA,"male","not parent","yes","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
31,"male","not parent","no","yes","medium","Non-Hispanic Black","Four-year degree or more","suburban"
50,"female","parent","no","yes","medium","Non-Hispanic Black","HS to 2-year degree","suburban"
68,"female","not parent","no","yes","medium","Hispanic","HS to 2-year degree","urban"
20,"male","parent","no","yes","low","Hispanic","< HS","urban"
52,"female","not parent","no","no","medium","Non-Hispanic Black","HS to 2-year degree","urban"
34,"female","parent","no","no","medium","Hispanic","Four-year degree or more","rural"
39,"male","parent","no","no","medium","Hispanic","< HS","urban"
47,"female","not parent","yes","yes","medium","Hispanic","HS to 2-year degree","rural"
32,"female","parent","no","no","low","Hispanic","HS to 2-year degree","rural"
39,"male","parent","no","yes","high","Non-Hispanic White","Four-year degree or more","rural"
48,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","suburban"
39,"female","parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","urban"
51,"male","parent","yes","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
38,"male","parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","suburban"
29,"female","parent","no","yes","low","Non-Hispanic Black","HS to 2-year degree","urban"
55,"male","not parent","no","no","high","Non-Hispanic White","Four-year degree or more","suburban"
NA,"male","not parent","no","yes","medium",NA,"HS to 2-year degree","suburban"
40,"male","parent","no","yes","high","Non-Hispanic White","Four-year degree or more","rural"
25,"male","parent","no","no","medium","Hispanic","HS to 2-year degree","rural"
44,"male","parent","no","yes","low","Non-Hispanic Black","HS to 2-year degree","urban"
47,"male","parent","no","yes","high","Non-Hispanic White","Four-year degree or more","suburban"
79,"female","not parent","no","no","low","Non-Hispanic White","< HS","rural"
20,"male","not parent","no","yes","high","Non-Hispanic White","HS to 2-year degree","suburban"
25,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
56,"male","parent","no","yes","high","Non-Hispanic White","Four-year degree or more","suburban"
84,"female","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
18,"male","not parent","no","yes","high",NA,"HS to 2-year degree","rural"
46,"male","parent","no","yes","high","Non-Hispanic White","Four-year degree or more","rural"
34,"male","parent","no","no","medium","Non-Hispanic White","Four-year degree or more","suburban"
31,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
39,"male","parent","no","yes","medium","Hispanic","< HS","rural"
39,"male","parent","no","no","medium",NA,"HS to 2-year degree","rural"
16,"male","not parent","no","no","medium","Hispanic","< HS","rural"
85,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
72,"male","parent","yes","no","low","Hispanic","< HS","rural"
62,"male","parent","yes","no","medium","Hispanic","< HS","rural"
63,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
66,"male","not parent","no","no","low",NA,"HS to 2-year degree","urban"
18,"male","not parent","no","yes","medium","Non-Hispanic White","< HS","rural"
72,"male","not parent","yes","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
65,"female","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","urban"
35,"female","parent","no","yes","high","Non-Hispanic White","Four-year degree or more","urban"
66,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
67,"male","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","suburban"
77,"female","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
46,"female","not parent","no","no","medium",NA,"Four-year degree or more","urban"
62,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","urban"
72,"male","parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree",NA
18,"male","not parent","no","no","low","Non-Hispanic White","HS to 2-year degree","urban"
50,"male","parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
50,"male","not parent","no","yes","medium",NA,"HS to 2-year degree","suburban"
20,"female","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","urban"
19,"female","not parent","no","yes","high","Non-Hispanic White","HS to 2-year degree","suburban"
NA,"male","not parent","yes","no","low","Non-Hispanic White","Four-year degree or more","urban"
49,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
20,"female","not parent","no","yes","low","Non-Hispanic White","HS to 2-year degree","urban"
36,"male","parent","no","no","high","Non-Hispanic White","Four-year degree or more","rural"
36,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
32,"male","parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","suburban"
25,"female","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","urban"
47,"male","parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
79,"female","not parent","no","yes","medium","Non-Hispanic White","< HS","rural"
23,"male","not parent","no","no","medium","Hispanic","HS to 2-year degree","urban"
39,"male","parent","no","yes","high","Non-Hispanic White","Four-year degree or more","suburban"
67,"female","not parent","yes","no","low","Non-Hispanic White","< HS","rural"
22,"female","parent","no","no","medium","Non-Hispanic Black","HS to 2-year degree","rural"
68,"male","not parent","no","no","medium",NA,"Four-year degree or more","urban"
64,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
54,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
67,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
41,"male","parent","no","no","medium",NA,"Four-year degree or more","suburban"
39,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","suburban"
55,"female","not parent","yes","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
23,"male","not parent","no","yes","low",NA,"Four-year degree or more","urban"
59,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
48,"male","parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","suburban"
19,"male","not parent","no","no","low","Hispanic","HS to 2-year degree","suburban"
